id,50,10,5,2,1,sentence
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_tian_ubc_religion_stopwords_delimiters_10_,2,2,1,0,0,2
G10_Classics_07_shanhaijing_seg_nopunc_reduced_deity_ubc_cognition_stopwords_delimiters_10_,1,1,1,1,0,1
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_di_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_tian_ubc_morality_stopwords_delimiters_10_,2,2,0,0,0,1
G10_Classics_07_shanhaijing_seg_nopunc_reduced_gods_ubc_morality_stopwords_delimiters_10_,14,14,7,3,0,8
G10_Classics_07_shanhaijing_seg_nopunc_stoplisted_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_08_jiaoshiyilin_seg_nopunc_reduced_deity_ubc_religion_stopwords_delimiters_10_,63,63,53,22,15,41
G10_Classics_08_jiaoshiyilin_seg_nopunc_reduced_gods_ubc_religion_stopwords_delimiters_10_,56,56,40,19,13,38
G10_Classics_08_jiaoshiyilin_seg_nopunc_reduced_gods_reduced_reward_stopwords_delimiters_10_,6,6,3,1,1,3
G10_Classics_08_jiaoshiyilin_seg_nopunc_reduced_deity_reduced_reward_stopwords_delimiters_10_,1,1,0,0,0,0
G10_Classics_08_jiaoshiyilin_seg_nopunc_stoplisted_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_08_jiaoshiyilin_seg_nopunc_stoplisted_di_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_08_jiaoshiyilin_seg_nopunc_reduced_gods_ubc_emotion_stopwords_delimiters_10_,96,96,57,21,14,47
G10_Classics_08_jiaoshiyilin_seg_nopunc_stoplisted_tian_ubc_emotion_stopwords_delimiters_10_,26,26,20,8,1,15
G10_Classics_08_jiaoshiyilin_seg_nopunc_stoplisted_tian_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_08_jiaoshiyilin_seg_nopunc_stoplisted_di_ubc_cognition_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_08_jiaoshiyilin_seg_nopunc_stoplisted_di_ubc_morality_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_08_jiaoshiyilin_seg_nopunc_reduced_gods_reduced_punishment_stopwords_delimiters_10_,16,16,9,2,1,7
G10_Classics_08_jiaoshiyilin_seg_nopunc_reduced_gods_ubc_cognition_stopwords_delimiters_10_,30,30,22,9,1,10
G10_Classics_08_jiaoshiyilin_seg_nopunc_reduced_deity_ubc_emotion_stopwords_delimiters_10_,107,107,59,17,11,55
G10_Classics_08_jiaoshiyilin_seg_nopunc_reduced_deity_ubc_morality_stopwords_delimiters_10_,101,101,59,29,20,48
G10_Classics_08_jiaoshiyilin_seg_nopunc_reduced_deity_reduced_punishment_stopwords_delimiters_10_,12,12,9,4,2,6
G10_Classics_08_jiaoshiyilin_seg_nopunc_stoplisted_tian_ubc_cognition_stopwords_delimiters_10_,6,6,5,1,0,4
G10_Classics_08_jiaoshiyilin_seg_nopunc_stoplisted_tian_reduced_punishment_stopwords_delimiters_10_,1,1,1,1,0,1
G10_Classics_08_jiaoshiyilin_seg_nopunc_stoplisted_tian_ubc_religion_stopwords_delimiters_10_,6,6,5,3,1,1
G10_Classics_08_jiaoshiyilin_seg_nopunc_reduced_deity_ubc_cognition_stopwords_delimiters_10_,25,25,13,3,0,14
G10_Classics_08_jiaoshiyilin_seg_nopunc_stoplisted_di_reduced_punishment_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_08_jiaoshiyilin_seg_nopunc_stoplisted_tian_ubc_morality_stopwords_delimiters_10_,28,28,24,7,5,15
G10_Classics_08_jiaoshiyilin_seg_nopunc_reduced_gods_ubc_morality_stopwords_delimiters_10_,140,140,107,40,26,71
G10_Classics_08_jiaoshiyilin_seg_nopunc_stoplisted_di_ubc_religion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_09_jingshiyizhuan_seg_nopunc_reduced_deity_ubc_religion_stopwords_delimiters_10_,8,8,4,2,1,3
G10_Classics_09_jingshiyizhuan_seg_nopunc_reduced_gods_ubc_religion_stopwords_delimiters_10_,46,46,24,9,2,25
G10_Classics_09_jingshiyizhuan_seg_nopunc_reduced_gods_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_09_jingshiyizhuan_seg_nopunc_reduced_deity_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_09_jingshiyizhuan_seg_nopunc_stoplisted_di_reduced_reward_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_09_jingshiyizhuan_seg_nopunc_stoplisted_di_ubc_emotion_stopwords_delimiters_10_,0,0,0,0,0,0
G10_Classics_09_jingshiyizhuan_seg_nopunc_reduced_gods_ubc_emotion_stopwords_delimiters_10_,5,5,3,0,0,3
